# Integration time = 100 ms
# Spectrometer: USB2000
# Time: 2023-07-18 09:59:13.170444

# x (wavelengths), y (counts)
5.374295020124458233E+02 , 2.230000000000000000E+02
5.377909076625775242E+02 , 2.260000000000000000E+02
5.381522709720736657E+02 , 2.280000000000000000E+02
5.385135919234572839E+02 , 2.380000000000000000E+02
5.388748704992509602E+02 , 2.390000000000000000E+02
5.392361066819772759E+02 , 2.460000000000000000E+02
5.395973004541594946E+02 , 2.550000000000000000E+02
5.399584517983199703E+02 , 2.610000000000000000E+02
5.403195606969817391E+02 , 2.790000000000000000E+02
5.406806271326673823E+02 , 2.960000000000000000E+02
5.410416510878999361E+02 , 3.190000000000000000E+02
5.414026325452019819E+02 , 3.460000000000000000E+02
5.417635714870963284E+02 , 3.650000000000000000E+02
5.421244678961056707E+02 , 3.890000000000000000E+02
5.424853217547529312E+02 , 3.980000000000000000E+02
5.428461330455609186E+02 , 3.900000000000000000E+02
5.432069017510524418E+02 , 3.850000000000000000E+02
5.435676278537499684E+02 , 3.800000000000000000E+02
5.439283113361766482E+02 , 3.860000000000000000E+02
5.442889521808551763E+02 , 3.820000000000000000E+02
5.446495503703080203E+02 , 3.820000000000000000E+02
5.450101058870583302E+02 , 3.870000000000000000E+02
5.453706187136286871E+02 , 3.950000000000000000E+02
5.457310888325421274E+02 , 4.090000000000000000E+02
5.460915162263211187E+02 , 4.480000000000000000E+02
5.464519008774885833E+02 , 4.100000000000000000E+02
5.468122427685673301E+02 , 3.220000000000000000E+02
5.471725418820800542E+02 , 2.970000000000000000E+02
5.475327982005495642E+02 , 2.780000000000000000E+02
5.478930117064986689E+02 , 2.770000000000000000E+02
5.482531823824500634E+02 , 2.730000000000000000E+02
5.486133102109266702E+02 , 2.750000000000000000E+02
5.489733951744512979E+02 , 2.800000000000000000E+02
5.493334372555465279E+02 , 2.690000000000000000E+02
5.496934364367351691E+02 , 2.680000000000000000E+02
5.500533927005401438E+02 , 2.650000000000000000E+02
5.504133060294842608E+02 , 2.520000000000000000E+02
5.507731764060899877E+02 , 2.460000000000000000E+02
5.511330038128803608E+02 , 2.500000000000000000E+02
5.514927882323783024E+02 , 2.420000000000000000E+02
5.518525296471061665E+02 , 2.480000000000000000E+02
5.522122280395871030E+02 , 2.480000000000000000E+02
5.525718833923436932E+02 , 2.350000000000000000E+02
5.529314956878988596E+02 , 2.430000000000000000E+02
5.532910649087752972E+02 , 2.430000000000000000E+02
5.536505910374958148E+02 , 2.340000000000000000E+02
5.540100740565831074E+02 , 2.310000000000000000E+02
5.543695139485599839E+02 , 2.250000000000000000E+02
5.547289106959492528E+02 , 2.210000000000000000E+02
5.550882642812739505E+02 , 2.240000000000000000E+02
5.554475746870563171E+02 , 2.250000000000000000E+02
5.558068418958195025E+02 , 2.200000000000000000E+02
5.561660658900863154E+02 , 2.150000000000000000E+02
5.565252466523793373E+02 , 2.200000000000000000E+02
5.568843841652213769E+02 , 2.180000000000000000E+02
5.572434784111352428E+02 , 2.200000000000000000E+02
5.576025293726439713E+02 , 2.170000000000000000E+02
5.579615370322700301E+02 , 2.200000000000000000E+02
5.583205013725363415E+02 , 2.180000000000000000E+02
5.586794223759654869E+02 , 2.160000000000000000E+02
5.590383000250803889E+02 , 2.120000000000000000E+02
5.593971343024038561E+02 , 2.180000000000000000E+02
5.597559251904588109E+02 , 2.110000000000000000E+02
5.601146726717676074E+02 , 2.150000000000000000E+02
5.604733767288535091E+02 , 2.120000000000000000E+02
5.608320373442389837E+02 , 2.120000000000000000E+02
5.611906545004469535E+02 , 2.170000000000000000E+02
5.615492281800000001E+02 , 2.090000000000000000E+02
5.619077583654211594E+02 , 2.150000000000000000E+02
5.622662450392331266E+02 , 2.200000000000000000E+02
5.626246881839584830E+02 , 2.090000000000000000E+02
5.629830877821202648E+02 , 2.160000000000000000E+02
5.633414438162412807E+02 , 2.180000000000000000E+02
5.636997562688441121E+02 , 2.140000000000000000E+02
5.640580251224515678E+02 , 2.150000000000000000E+02
5.644162503595865701E+02 , 2.140000000000000000E+02
5.647744319627718141E+02 , 2.180000000000000000E+02
5.651325699145299950E+02 , 2.120000000000000000E+02
5.654906641973840351E+02 , 2.120000000000000000E+02
5.658487147938566295E+02 , 2.090000000000000000E+02
5.662067216864705870E+02 , 2.200000000000000000E+02
5.665646848577487162E+02 , 2.120000000000000000E+02
5.669226042902138261E+02 , 2.110000000000000000E+02
5.672804799663884978E+02 , 2.140000000000000000E+02
5.676383118687956539E+02 , 2.130000000000000000E+02
5.679960999799582169E+02 , 2.130000000000000000E+02
5.683538442823986543E+02 , 2.090000000000000000E+02
5.687115447586398886E+02 , 2.060000000000000000E+02
5.690692013912049561E+02 , 2.210000000000000000E+02
5.694268141626162105E+02 , 2.190000000000000000E+02
5.697843830553966882E+02 , 2.170000000000000000E+02
5.701419080520691978E+02 , 2.110000000000000000E+02
5.704993891351562070E+02 , 2.170000000000000000E+02
5.708568262871808656E+02 , 2.310000000000000000E+02
5.712142194906657551E+02 , 2.110000000000000000E+02
5.715715687281336841E+02 , 2.140000000000000000E+02
5.719288739821075751E+02 , 2.150000000000000000E+02
5.722861352351100095E+02 , 2.150000000000000000E+02
5.726433524696639097E+02 , 2.120000000000000000E+02
5.730005256682918571E+02 , 2.160000000000000000E+02
5.733576548135167741E+02 , 2.110000000000000000E+02
5.737147398878614695E+02 , 2.130000000000000000E+02
5.740717808738487520E+02 , 2.110000000000000000E+02
5.744287777540013167E+02 , 2.120000000000000000E+02
5.747857305108418586E+02 , 2.160000000000000000E+02
5.751426391268934140E+02 , 2.130000000000000000E+02
5.754995035846784504E+02 , 2.150000000000000000E+02
5.758563238667200039E+02 , 2.180000000000000000E+02
5.762130999555406561E+02 , 2.230000000000000000E+02
5.765698318336634429E+02 , 2.320000000000000000E+02
5.769265194836108321E+02 , 2.410000000000000000E+02
5.772831628879059735E+02 , 2.370000000000000000E+02
5.776397620290712211E+02 , 2.260000000000000000E+02
5.779963168896297248E+02 , 2.290000000000000000E+02
5.783528274521039521E+02 , 2.290000000000000000E+02
5.787092936990170529E+02 , 2.320000000000000000E+02
5.790657156128912675E+02 , 2.420000000000000000E+02
5.794220931762499731E+02 , 2.480000000000000000E+02
5.797784263716157511E+02 , 2.410000000000000000E+02
5.801347151815110692E+02 , 2.450000000000000000E+02
5.804909595884590772E+02 , 2.420000000000000000E+02
5.808471595749822427E+02 , 2.440000000000000000E+02
5.812033151236037156E+02 , 2.370000000000000000E+02
5.815594262168460773E+02 , 2.370000000000000000E+02
5.819154928372321365E+02 , 2.360000000000000000E+02
5.822715149672845882E+02 , 2.450000000000000000E+02
5.826274925895262413E+02 , 2.530000000000000000E+02
5.829834256864799045E+02 , 2.450000000000000000E+02
5.833393142406685001E+02 , 2.560000000000000000E+02
5.836951582346147234E+02 , 2.590000000000000000E+02
5.840509576508410419E+02 , 2.550000000000000000E+02
5.844067124718708328E+02 , 2.480000000000000000E+02
5.847624226802263365E+02 , 2.530000000000000000E+02
5.851180882584304754E+02 , 2.550000000000000000E+02
5.854737091890061720E+02 , 2.370000000000000000E+02
5.858292854544762349E+02 , 2.500000000000000000E+02
5.861848170373631319E+02 , 2.540000000000000000E+02
5.865403039201900128E+02 , 2.500000000000000000E+02
5.868957460854794590E+02 , 2.680000000000000000E+02
5.872511435157542792E+02 , 2.790000000000000000E+02
5.876064961935372821E+02 , 2.780000000000000000E+02
5.879618041013510492E+02 , 2.710000000000000000E+02
5.883170672217187303E+02 , 2.550000000000000000E+02
5.886722855371627929E+02 , 2.470000000000000000E+02
5.890274590302063871E+02 , 2.480000000000000000E+02
5.893825876833717530E+02 , 2.310000000000000000E+02
5.897376714791820405E+02 , 2.420000000000000000E+02
5.900927104001599446E+02 , 2.410000000000000000E+02
5.904477044288282741E+02 , 2.350000000000000000E+02
5.908026535477098378E+02 , 2.400000000000000000E+02
5.911575577393273306E+02 , 2.440000000000000000E+02
5.915124169862035615E+02 , 2.380000000000000000E+02
5.918672312708612253E+02 , 2.370000000000000000E+02
5.922220005758232446E+02 , 2.370000000000000000E+02
5.925767248836123144E+02 , 2.490000000000000000E+02
5.929314041767513572E+02 , 2.580000000000000000E+02
5.932860384377629543E+02 , 2.570000000000000000E+02
5.936406276491700282E+02 , 2.510000000000000000E+02
5.939951717934952740E+02 , 2.420000000000000000E+02
5.943496708532615003E+02 , 2.360000000000000000E+02
5.947041248109912885E+02 , 2.350000000000000000E+02
5.950585336492079023E+02 , 2.300000000000000000E+02
5.954128973504338092E+02 , 2.230000000000000000E+02
5.957672158971915906E+02 , 2.240000000000000000E+02
5.961214892720045100E+02 , 2.300000000000000000E+02
5.964757174573949214E+02 , 2.220000000000000000E+02
5.968299004358858610E+02 , 2.250000000000000000E+02
5.971840381900000239E+02 , 2.270000000000000000E+02
5.975381307022599913E+02 , 2.260000000000000000E+02
5.978921779551891404E+02 , 2.290000000000000000E+02
5.982461799313095980E+02 , 2.240000000000000000E+02
5.986001366131444001E+02 , 2.290000000000000000E+02
5.989540479832163555E+02 , 2.320000000000000000E+02
5.993079140240480456E+02 , 2.380000000000000000E+02
5.996617347181626201E+02 , 2.410000000000000000E+02
6.000155100480825467E+02 , 2.390000000000000000E+02
6.003692399963307480E+02 , 2.320000000000000000E+02
6.007229245454300326E+02 , 2.330000000000000000E+02
6.010765636779030956E+02 , 2.280000000000000000E+02
6.014301573762726321E+02 , 2.300000000000000000E+02
6.017837056230615644E+02 , 2.230000000000000000E+02
6.021372084007927015E+02 , 2.200000000000000000E+02
6.024906656919887382E+02 , 2.220000000000000000E+02
6.028440774791724834E+02 , 2.210000000000000000E+02
6.031974437448667459E+02 , 2.160000000000000000E+02
6.035507644715942206E+02 , 2.200000000000000000E+02
6.039040396418777163E+02 , 2.200000000000000000E+02
6.042572692382399282E+02 , 2.200000000000000000E+02
6.046104532432038923E+02 , 2.220000000000000000E+02
6.049635916392921899E+02 , 2.180000000000000000E+02
6.053166844090277436E+02 , 2.220000000000000000E+02
6.056697315349332484E+02 , 2.240000000000000000E+02
6.060227329995312857E+02 , 2.260000000000000000E+02
6.063756887853448916E+02 , 2.280000000000000000E+02
6.067285988748967611E+02 , 2.270000000000000000E+02
6.070814632507097031E+02 , 2.280000000000000000E+02
6.074342818953065262E+02 , 2.370000000000000000E+02
6.077870547912100392E+02 , 2.340000000000000000E+02
6.081397819209428235E+02 , 2.400000000000000000E+02
6.084924632670279152E+02 , 2.400000000000000000E+02
6.088450988119877820E+02 , 2.590000000000000000E+02
6.091976885383454601E+02 , 2.640000000000000000E+02
6.095502324286237581E+02 , 2.840000000000000000E+02
6.099027304653453712E+02 , 3.200000000000000000E+02
6.102551826310329943E+02 , 3.700000000000000000E+02
6.106075889082094363E+02 , 4.730000000000000000E+02
6.109599492793975060E+02 , 5.850000000000000000E+02
6.113122637271200119E+02 , 7.020000000000000000E+02
6.116645322338997630E+02 , 7.380000000000000000E+02
6.120167547822594543E+02 , 6.220000000000000000E+02
6.123689313547220081E+02 , 4.980000000000000000E+02
6.127210619338100059E+02 , 4.180000000000000000E+02
6.130731465020462565E+02 , 3.820000000000000000E+02
6.134251850419536822E+02 , 3.630000000000000000E+02
6.137771775360548645E+02 , 3.470000000000000000E+02
6.141291239668729531E+02 , 3.390000000000000000E+02
6.144810243169304158E+02 , 3.390000000000000000E+02
6.148328785687500613E+02 , 3.510000000000000000E+02
6.151846867048546983E+02 , 3.200000000000000000E+02
6.155364487077670219E+02 , 3.040000000000000000E+02
6.158881645600099546E+02 , 2.870000000000000000E+02
6.162398342441063051E+02 , 2.760000000000000000E+02
6.165914577425787684E+02 , 2.650000000000000000E+02
6.169430350379501533E+02 , 2.580000000000000000E+02
6.172945661127431549E+02 , 2.530000000000000000E+02
6.176460509494805819E+02 , 2.570000000000000000E+02
6.179974895306852432E+02 , 2.500000000000000000E+02
6.183488818388799473E+02 , 2.490000000000000000E+02
6.187002278565875031E+02 , 2.510000000000000000E+02
6.190515275663306056E+02 , 2.590000000000000000E+02
6.194027809506321773E+02 , 2.510000000000000000E+02
6.197539879920147996E+02 , 2.560000000000000000E+02
6.201051486730012812E+02 , 2.600000000000000000E+02
6.204562629761144308E+02 , 2.610000000000000000E+02
6.208073308838771709E+02 , 2.610000000000000000E+02
6.211583523788121965E+02 , 2.640000000000000000E+02
6.215093274434423165E+02 , 2.620000000000000000E+02
6.218602560602899985E+02 , 2.550000000000000000E+02
6.222111382118785059E+02 , 2.500000000000000000E+02
6.225619738807301928E+02 , 2.570000000000000000E+02
6.229127630493682091E+02 , 2.490000000000000000E+02
6.232635057003151360E+02 , 2.580000000000000000E+02
6.236142018160937823E+02 , 2.490000000000000000E+02
6.239648513792269569E+02 , 2.540000000000000000E+02
6.243154543722372409E+02 , 2.480000000000000000E+02
6.246660107776477844E+02 , 2.550000000000000000E+02
6.250165205779809412E+02 , 2.500000000000000000E+02
6.253669837557598612E+02 , 2.530000000000000000E+02
6.257174002935073531E+02 , 2.490000000000000000E+02
6.260677701737458847E+02 , 2.390000000000000000E+02
6.264180933789983783E+02 , 2.430000000000000000E+02
6.267683698917875290E+02 , 2.380000000000000000E+02
6.271185996946362593E+02 , 2.430000000000000000E+02
6.274687827700671505E+02 , 2.410000000000000000E+02
6.278189191006034662E+02 , 2.430000000000000000E+02
6.281690086687673329E+02 , 2.370000000000000000E+02
6.285190514570820142E+02 , 2.400000000000000000E+02
6.288690474480700914E+02 , 2.400000000000000000E+02
6.292189966242542596E+02 , 2.420000000000000000E+02
6.295688989681574412E+02 , 2.440000000000000000E+02
6.299187544623024451E+02 , 2.420000000000000000E+02
6.302685630892119661E+02 , 2.580000000000000000E+02
6.306183248314086995E+02 , 2.690000000000000000E+02
6.309680396714157951E+02 , 2.760000000000000000E+02
6.313177075917556067E+02 , 2.780000000000000000E+02
6.316673285749509432E+02 , 2.730000000000000000E+02
6.320169026035248407E+02 , 2.540000000000000000E+02
6.323664296599998806E+02 , 2.400000000000000000E+02
6.327159097268992127E+02 , 2.330000000000000000E+02
6.330653427867450773E+02 , 2.300000000000000000E+02
6.334147288220605105E+02 , 2.200000000000000000E+02
6.337640678153683211E+02 , 2.230000000000000000E+02
6.341133597491913179E+02 , 2.220000000000000000E+02
6.344626046060520821E+02 , 2.230000000000000000E+02
6.348118023684736499E+02 , 2.190000000000000000E+02
6.351609530189786028E+02 , 2.200000000000000000E+02
6.355100565400897494E+02 , 2.210000000000000000E+02
6.358591129143301259E+02 , 2.140000000000000000E+02
6.362081221242220863E+02 , 2.200000000000000000E+02
6.365570841522885530E+02 , 2.110000000000000000E+02
6.369059989810525622E+02 , 2.170000000000000000E+02
6.372548665930366951E+02 , 2.170000000000000000E+02
6.376036869707636470E+02 , 2.150000000000000000E+02
6.379524600967565675E+02 , 2.140000000000000000E+02
6.383011859535376971E+02 , 2.150000000000000000E+02
6.386498645236301854E+02 , 2.190000000000000000E+02
6.389984957895566140E+02 , 2.120000000000000000E+02
6.393470797338399052E+02 , 2.140000000000000000E+02
6.396956163390029815E+02 , 2.160000000000000000E+02
6.400441055875683105E+02 , 2.160000000000000000E+02
6.403925474620587011E+02 , 2.130000000000000000E+02
6.407409419449971892E+02 , 2.190000000000000000E+02
6.410892890189062427E+02 , 2.160000000000000000E+02
6.414375886663087840E+02 , 2.110000000000000000E+02
6.417858408697277355E+02 , 2.200000000000000000E+02
6.421340456116857922E+02 , 2.210000000000000000E+02
6.424822028747056493E+02 , 2.160000000000000000E+02
6.428303126413100017E+02 , 2.100000000000000000E+02
6.431783748940217720E+02 , 2.160000000000000000E+02
6.435263896153637688E+02 , 2.200000000000000000E+02
6.438743567878586873E+02 , 2.200000000000000000E+02
6.442222763940294499E+02 , 2.180000000000000000E+02
6.445701484163988653E+02 , 2.170000000000000000E+02
6.449179728374894012E+02 , 2.210000000000000000E+02
6.452657496398238663E+02 , 2.180000000000000000E+02
6.456134788059252969E+02 , 2.150000000000000000E+02
6.459611603183163879E+02 , 2.150000000000000000E+02
6.463087941595199482E+02 , 2.160000000000000000E+02
6.466563803120587863E+02 , 2.120000000000000000E+02
6.470039187584555975E+02 , 2.170000000000000000E+02
6.473514094812328494E+02 , 2.130000000000000000E+02
6.476988524629139192E+02 , 2.230000000000000000E+02
6.480462476860211609E+02 , 2.170000000000000000E+02
6.483935951330776106E+02 , 2.170000000000000000E+02
6.487408947866059634E+02 , 2.190000000000000000E+02
6.490881466291289144E+02 , 2.210000000000000000E+02
6.494353506431694996E+02 , 2.140000000000000000E+02
6.497825068112500730E+02 , 2.210000000000000000E+02
6.501296151158935572E+02 , 2.290000000000000000E+02
6.504766755396229883E+02 , 2.310000000000000000E+02
6.508236880649609475E+02 , 2.320000000000000000E+02
6.511706526744303574E+02 , 2.330000000000000000E+02
6.515175693505537993E+02 , 2.220000000000000000E+02
6.518644380758540819E+02 , 2.210000000000000000E+02
6.522112588328541278E+02 , 2.160000000000000000E+02
6.525580316040765183E+02 , 2.210000000000000000E+02
6.529047563720442895E+02 , 2.160000000000000000E+02
6.532514331192800228E+02 , 2.220000000000000000E+02
6.535980618283065269E+02 , 2.190000000000000000E+02
6.539446424816467243E+02 , 2.190000000000000000E+02
6.542911750618230826E+02 , 2.110000000000000000E+02
6.546376595513587517E+02 , 2.190000000000000000E+02
6.549840959327761993E+02 , 2.190000000000000000E+02
6.553304841885984615E+02 , 2.100000000000000000E+02
6.556768243013481197E+02 , 2.080000000000000000E+02
6.560231162535483236E+02 , 2.240000000000000000E+02
6.563693600277213136E+02 , 2.120000000000000000E+02
6.567155556063900121E+02 , 2.100000000000000000E+02
6.570617029720774553E+02 , 2.150000000000000000E+02
6.574078021073061109E+02 , 2.160000000000000000E+02
6.577538529945992423E+02 , 2.160000000000000000E+02
6.580998556164790898E+02 , 2.120000000000000000E+02
6.584458099554689170E+02 , 2.190000000000000000E+02
6.587917159940909642E+02 , 2.090000000000000000E+02
6.591375737148683811E+02 , 2.120000000000000000E+02
6.594833831003236355E+02 , 2.150000000000000000E+02
6.598291441329799909E+02 , 2.140000000000000000E+02
6.601748567953600286E+02 , 2.080000000000000000E+02
6.605205210699863301E+02 , 2.090000000000000000E+02
6.608661369393819314E+02 , 2.170000000000000000E+02
6.612117043860693002E+02 , 2.140000000000000000E+02
6.615572233925714727E+02 , 2.150000000000000000E+02
6.619026939414111439E+02 , 2.200000000000000000E+02
6.622481160151112363E+02 , 2.170000000000000000E+02
6.625934895961943312E+02 , 2.180000000000000000E+02
6.629388146671833510E+02 , 2.240000000000000000E+02
6.632840912106009910E+02 , 2.150000000000000000E+02
6.636293192089700597E+02 , 2.220000000000000000E+02
6.639744986448131385E+02 , 2.160000000000000000E+02
6.643196295006533774E+02 , 2.120000000000000000E+02
6.646647117590133576E+02 , 2.190000000000000000E+02
6.650097454024158878E+02 , 2.200000000000000000E+02
6.653547304133837770E+02 , 2.230000000000000000E+02
6.656996667744397200E+02 , 2.190000000000000000E+02
6.660445544681065257E+02 , 2.190000000000000000E+02
6.663893934769070029E+02 , 2.160000000000000000E+02
6.667341837833638465E+02 , 2.210000000000000000E+02
6.670789253699999790E+02 , 2.160000000000000000E+02
6.674236182193382092E+02 , 2.150000000000000000E+02
6.677682623139011184E+02 , 2.150000000000000000E+02
6.681128576362115155E+02 , 2.160000000000000000E+02
6.684574041687922090E+02 , 2.170000000000000000E+02
6.688019018941661216E+02 , 2.120000000000000000E+02
6.691463507948561755E+02 , 2.160000000000000000E+02
6.694907508533846112E+02 , 2.170000000000000000E+02
6.698351020522746921E+02 , 2.160000000000000000E+02
6.701794043740488860E+02 , 2.080000000000000000E+02
6.705236578012300015E+02 , 2.140000000000000000E+02
6.708678623163409611E+02 , 2.120000000000000000E+02
6.712120179019045736E+02 , 2.140000000000000000E+02
6.715561245404436477E+02 , 2.180000000000000000E+02
6.719001822144806511E+02 , 2.180000000000000000E+02
6.722441909065387335E+02 , 2.170000000000000000E+02
6.725881505991404765E+02 , 2.140000000000000000E+02
6.729320612748086887E+02 , 2.070000000000000000E+02
6.732759229160660652E+02 , 2.140000000000000000E+02
6.736197355054356422E+02 , 2.160000000000000000E+02
6.739634990254400009E+02 , 2.140000000000000000E+02
6.743072134586020638E+02 , 2.110000000000000000E+02
6.746508787874442987E+02 , 2.140000000000000000E+02
6.749944949944896280E+02 , 2.090000000000000000E+02
6.753380620622610877E+02 , 2.090000000000000000E+02
6.756815799732812593E+02 , 2.130000000000000000E+02
6.760250487100728378E+02 , 2.160000000000000000E+02
6.763684682551587457E+02 , 2.110000000000000000E+02
6.767118385910617917E+02 , 2.130000000000000000E+02
6.770551597003046709E+02 , 2.110000000000000000E+02
6.773984315654099646E+02 , 2.170000000000000000E+02
6.777416541689008227E+02 , 2.080000000000000000E+02
6.780848274932998265E+02 , 2.140000000000000000E+02
6.784279515211297849E+02 , 2.170000000000000000E+02
6.787710262349136201E+02 , 2.140000000000000000E+02
6.791140516171738000E+02 , 2.160000000000000000E+02
6.794570276504332469E+02 , 2.110000000000000000E+02
6.797999543172148833E+02 , 2.160000000000000000E+02
6.801428316000412906E+02 , 2.140000000000000000E+02
6.804856594814355049E+02 , 2.200000000000000000E+02
6.808284379439199938E+02 , 2.140000000000000000E+02
6.811711669700177936E+02 , 2.130000000000000000E+02
6.815138465422514855E+02 , 2.220000000000000000E+02
6.818564766431438784E+02 , 2.120000000000000000E+02
6.821990572552178946E+02 , 2.170000000000000000E+02
6.825415883609962293E+02 , 2.090000000000000000E+02
6.828840699430016912E+02 , 2.140000000000000000E+02
6.832265019837569753E+02 , 2.150000000000000000E+02
6.835688844657850041E+02 , 2.180000000000000000E+02
6.839112173716083589E+02 , 2.160000000000000000E+02
6.842535006837499623E+02 , 2.150000000000000000E+02
6.845957343847326229E+02 , 2.080000000000000000E+02
6.849379184570790358E+02 , 2.160000000000000000E+02
6.852800528833120097E+02 , 2.100000000000000000E+02
6.856221376459543535E+02 , 2.180000000000000000E+02
6.859641727275287622E+02 , 2.150000000000000000E+02
6.863061581105580444E+02 , 2.170000000000000000E+02
6.866480937775651228E+02 , 2.180000000000000000E+02
6.869899797110725785E+02 , 2.180000000000000000E+02
6.873318158936033342E+02 , 2.160000000000000000E+02
6.876736023076799711E+02 , 2.200000000000000000E+02
6.880153389358255254E+02 , 2.220000000000000000E+02
6.883570257605625784E+02 , 2.210000000000000000E+02
6.886986627644140526E+02 , 2.210000000000000000E+02
6.890402499299027568E+02 , 2.170000000000000000E+02
6.893817872395511586E+02 , 2.090000000000000000E+02
6.897232746758825215E+02 , 2.090000000000000000E+02
6.900647122214191995E+02 , 2.150000000000000000E+02
6.904060998586842288E+02 , 2.100000000000000000E+02
6.907474375702001907E+02 , 2.130000000000000000E+02
6.910887253384900077E+02 , 2.150000000000000000E+02
6.914299631460763749E+02 , 2.190000000000000000E+02
6.917711509754822146E+02 , 2.090000000000000000E+02
6.921122888092301082E+02 , 2.170000000000000000E+02
6.924533766298430919E+02 , 2.160000000000000000E+02
6.927944144198437471E+02 , 2.160000000000000000E+02
6.931354021617548824E+02 , 2.120000000000000000E+02
6.934763398380993067E+02 , 2.170000000000000000E+02
6.938172274313996013E+02 , 2.210000000000000000E+02
6.941580649241790297E+02 , 2.180000000000000000E+02
6.944988522989599460E+02 , 2.200000000000000000E+02
6.948395895382653862E+02 , 2.070000000000000000E+02
6.951802766246178180E+02 , 2.180000000000000000E+02
6.955209135405402776E+02 , 2.060000000000000000E+02
6.958615002685554600E+02 , 2.080000000000000000E+02
6.962020367911861740E+02 , 2.080000000000000000E+02
6.965425230909552283E+02 , 2.140000000000000000E+02
6.968829591503855454E+02 , 2.160000000000000000E+02
6.972233449519993655E+02 , 2.110000000000000000E+02
6.975636804783199523E+02 , 2.090000000000000000E+02
6.979039657118700006E+02 , 2.140000000000000000E+02
6.982442006351720920E+02 , 2.110000000000000000E+02
6.985843852307494899E+02 , 2.130000000000000000E+02
6.989245194811244346E+02 , 2.120000000000000000E+02
6.992646033688199623E+02 , 2.130000000000000000E+02
6.996046368763587679E+02 , 2.140000000000000000E+02
6.999446199862636604E+02 , 2.100000000000000000E+02
7.002845526810574484E+02 , 2.090000000000000000E+02
7.006244349432629406E+02 , 2.140000000000000000E+02
7.009642667554028321E+02 , 2.130000000000000000E+02
7.013040480999999318E+02 , 2.140000000000000000E+02
7.016437789595771619E+02 , 2.110000000000000000E+02
7.019834593166571040E+02 , 2.150000000000000000E+02
7.023230891537624530E+02 , 2.120000000000000000E+02
7.026626684534163587E+02 , 2.170000000000000000E+02
7.030021971981410616E+02 , 2.120000000000000000E+02
7.033416753704600524E+02 , 2.120000000000000000E+02
7.036811029528955714E+02 , 2.190000000000000000E+02
7.040204799279706549E+02 , 2.180000000000000000E+02
7.043598062782078841E+02 , 2.150000000000000000E+02
7.046990819861299542E+02 , 2.140000000000000000E+02
7.050383070342599012E+02 , 2.200000000000000000E+02
7.053774814051207613E+02 , 2.170000000000000000E+02
7.057166050812345475E+02 , 2.180000000000000000E+02
7.060556780451247505E+02 , 2.190000000000000000E+02
7.063947002793137244E+02 , 2.220000000000000000E+02
7.067336717663243917E+02 , 2.220000000000000000E+02
7.070725924886796747E+02 , 2.340000000000000000E+02
7.074114624289021549E+02 , 2.340000000000000000E+02
7.077502815695146410E+02 , 2.290000000000000000E+02
7.080890498930400554E+02 , 2.350000000000000000E+02
7.084277673820009795E+02 , 2.260000000000000000E+02
7.087664340189202221E+02 , 2.300000000000000000E+02
7.091050497863205919E+02 , 2.340000000000000000E+02
7.094436146667250114E+02 , 2.370000000000000000E+02
7.097821286426562892E+02 , 2.280000000000000000E+02
7.101205916966368932E+02 , 2.300000000000000000E+02
7.104590038111898593E+02 , 2.190000000000000000E+02
7.107973649688377691E+02 , 2.270000000000000000E+02
7.111356751521036585E+02 , 2.190000000000000000E+02
7.114739343435099954E+02 , 2.180000000000000000E+02
7.118121425255797021E+02 , 2.210000000000000000E+02
7.121502996808358148E+02 , 2.300000000000000000E+02
7.124884057918008011E+02 , 2.280000000000000000E+02
7.128264608409975835E+02 , 2.260000000000000000E+02
7.131644648109487434E+02 , 2.260000000000000000E+02
7.135024176841772032E+02 , 2.260000000000000000E+02
7.138403194432058854E+02 , 2.170000000000000000E+02
7.141781700705572575E+02 , 2.160000000000000000E+02
7.145159695487544695E+02 , 2.110000000000000000E+02
7.148537178603201028E+02 , 2.120000000000000000E+02
7.151914149877768523E+02 , 2.090000000000000000E+02
7.155290609136474131E+02 , 2.100000000000000000E+02
7.158666556204548215E+02 , 2.120000000000000000E+02
7.162041990907218860E+02 , 2.110000000000000000E+02
7.165416913069713019E+02 , 2.070000000000000000E+02
7.168791322517256503E+02 , 2.170000000000000000E+02
7.172165219075080813E+02 , 2.180000000000000000E+02
7.175538602568410624E+02 , 2.120000000000000000E+02
7.178911472822472888E+02 , 2.070000000000000000E+02
7.182283829662499102E+02 , 2.070000000000000000E+02
7.185655672913716216E+02 , 2.090000000000000000E+02
7.189027002401350046E+02 , 2.150000000000000000E+02
7.192397817950630952E+02 , 2.100000000000000000E+02
7.195768119386783610E+02 , 2.140000000000000000E+02
7.199137906535037246E+02 , 2.100000000000000000E+02
7.202507179220621083E+02 , 2.110000000000000000E+02
7.205875937268759799E+02 , 2.050000000000000000E+02
7.209244180504684891E+02 , 2.140000000000000000E+02
7.212611908753622174E+02 , 2.130000000000000000E+02
7.215979121840800872E+02 , 2.110000000000000000E+02
7.219345819591445661E+02 , 2.160000000000000000E+02
7.222712001830786903E+02 , 2.080000000000000000E+02
7.226077668384050412E+02 , 2.080000000000000000E+02
7.229442819076466549E+02 , 2.050000000000000000E+02
7.232807453733263401E+02 , 2.100000000000000000E+02
7.236171572179664508E+02 , 2.070000000000000000E+02
7.239535174240902506E+02 , 2.100000000000000000E+02
7.242898259742202072E+02 , 2.170000000000000000E+02
